Ticker,Janela,Num Features,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2,num_lstm_layers,units_lstm_0,dropout_lstm_0,num_dense_layers,learning_rate,units_dense_0,dropout_dense_0,Experimento,units_lstm_1,dropout_lstm_1,units_lstm_2,dropout_lstm_2,units_dense_1,dropout_dense_1
SUZB3.SA,Janela_1,7.0,1.2185197096604563,2.5655421830498817,1.5317140987129854,0.8644829668426507,0.838359088688106,1.1176465588794413,1.0571880432919405,0.9446684061612094,1,50,0.1,0,0.001,32.0,0.2,Micro,150.0,0.1,,,,
SUZB3.SA,Janela_2,7.0,3.384515959351927,24.190110778200516,3.645201160002658,-0.8313895373192614,10.5892517678337,113.07249013009807,10.633554914989537,-4.582864410621657,1,150,0.2,1,0.001,32.0,0.2,Micro,50.0,0.2,,,,
SUZB3.SA,Janela_3,7.0,4.215282276698521,39.494265062056506,4.49949941002536,-1.9397375544760536,11.55523334945763,134.4210995869289,11.594011367379666,-5.620656290812065,1,100,0.1,1,0.001,32.0,0.1,Micro,150.0,0.1,,,,
SUZB3.SA,Janela_4,7.0,2.615376846566385,11.4097382999654,2.988090043805504,0.3624406576036464,10.278850439182609,106.59683270361792,10.324574214156144,-4.237525140304983,1,50,0.1,1,0.001,64.0,0.2,Micro,100.0,0.1,,,,
VALE3.SA,Janela_1,7.0,1.4110293168288015,3.389213071396153,1.826042345172216,0.9210968832692032,1.684084263476698,3.960036749334729,1.9899841078095897,0.9194886551907464,1,50,0.1,0,0.001,64.0,0.1,Micro,100.0,0.1,,,,
VALE3.SA,Janela_2,7.0,2.399518103127952,9.745132515121686,2.794423066811915,0.7590633668418951,1.2506663004557288,2.4644525238030077,1.5698574851887055,0.94969497044884,1,150,0.2,1,0.0005,32.0,0.2,Micro,100.0,0.2,,,,
VALE3.SA,Janela_3,7.0,2.5468999674032027,10.867555280425044,2.9741147352754984,0.6952757948443173,3.623139165383019,15.247343520484186,3.9047846957910735,0.6875505338711538,1,50,0.2,1,0.001,64.0,0.2,Micro,100.0,0.1,,,,
VALE3.SA,Janela_4,7.0,2.329582083686281,9.344358491405922,2.895852286776236,0.7835092477696275,1.6579106296528752,3.983856243661054,1.9959599804758248,0.9180237179492908,1,100,0.2,0,0.001,64.0,0.2,Micro,100.0,0.2,,,,
BEEF3.SA,Janela_1,,0.2005344583142188,0.0747581809989884,0.2643299953621176,0.9086339925756316,0.1901994600952395,0.0783712175555211,0.2799485980595744,0.9774554206732656,3,96,0.1,1,0.001,64.0,0.1,Kfold,32.0,0.2,96.0,0.1,,
BEEF3.SA,Janela_2,,0.2313112917954359,0.0982334122410491,0.3046925794589677,0.8752833559499147,0.2213634843748759,0.0971022494413117,0.3116123383971047,0.9720571828015316,1,64,0.2,1,0.001,48.0,0.2,Kfold,32.0,0.2,,,48.0,0.2
BRFS3.SA,Janela_1,,0.6054090246077507,1.0674831889889993,0.8650948311899096,0.8556011461867803,0.5678025199334148,0.4177601925742611,0.6463437108646305,0.9246328246816228,1,96,0.2,1,0.001,48.0,0.2,Kfold,128.0,0.1,96.0,0.2,48.0,0.2
BRFS3.SA,Janela_2,,0.6260038639471783,0.6692540402260805,0.8070994094315221,0.864935956610346,0.4327123649721223,0.282154427079114,0.5311821035004041,0.9492110297246352,2,128,0.2,0,0.0005,48.0,0.2,Kfold,96.0,0.2,96.0,0.1,64.0,0.1
CSNA3.SA,Janela_1,,0.6178756044756983,0.7540351327550185,0.8009149530994873,0.9097588106646056,0.2454957962036132,0.1106837854444246,0.3326917273459391,0.9702274152526856,2,64,0.1,1,0.0005,64.0,0.1,Kfold,64.0,0.1,96.0,0.1,64.0,0.1
CSNA3.SA,Janela_2,,0.8238198877350105,1.5093977662608005,1.0148992330107929,0.8529382486104733,0.3053007591061475,0.1708379296354521,0.4133254524408727,0.9542312255670852,1,128,0.1,0,0.001,48.0,0.2,Kfold,32.0,0.2,96.0,0.2,32.0,0.2
GGBR3.SA,Janela_1,,0.3836157914130919,0.2773036824537972,0.4551142190100806,0.8631588769466173,0.2755298846163728,0.117046348771815,0.3421203717579751,0.8975186351500745,1,32,0.1,1,0.001,64.0,0.2,Kfold,96.0,0.2,,,32.0,0.1
GGBR3.SA,Janela_2,,0.3413057730449894,0.1877440397029366,0.4247101722169488,0.8735573096326112,0.2275506035099183,0.0943881199839306,0.3072264962270192,0.9176821189748549,1,128,0.1,1,0.001,48.0,0.2,Kfold,64.0,0.2,96.0,0.2,48.0,0.2
JBSS3.SA,Janela_1,,0.5012674593156383,0.434620638918728,0.6182524955890705,0.880603811434716,0.2623252135056715,0.1185384332197183,0.3442941086044289,0.9731491774959832,1,64,0.2,1,0.0005,48.0,0.1,Kfold,32.0,0.2,64.0,0.2,48.0,0.1
JBSS3.SA,Janela_2,,0.5149879734690596,0.4306974633143657,0.6349754296766975,0.8129757526915625,0.2993013141601066,0.1527032944032888,0.390772688916829,0.9655228532840632,1,32,0.1,1,0.001,48.0,0.2,Kfold,96.0,0.2,,,64.0,0.1
PETR4.SA,Janela_1,,0.2803973497882966,0.1435417949358889,0.3578080589580759,0.8735906249209314,0.3468198119870083,0.2099344311325783,0.4581860224107435,0.9920055066356824,1,96,0.2,2,0.0005,32.0,0.1,Kfold,128.0,0.1,32.0,0.1,64.0,0.2
PETR4.SA,Janela_2,,0.3132343850484709,0.207744982989368,0.4020840694295806,0.8814931314053494,0.3468513953976516,0.2139824286217904,0.4625823479357924,0.991808927906386,1,96,0.2,2,0.001,32.0,0.1,Kfold,64.0,0.2,32.0,0.1,64.0,0.2
SOJA3.SA,Janela_1,,0.3871591070423955,0.2225683173456106,0.4627985303922702,0.323747888823145,0.2169632737935796,0.0830319667951411,0.2881526796598309,0.9620774942902088,3,96,0.1,1,0.001,32.0,0.1,Kfold,128.0,0.2,96.0,0.2,32.0,0.2
SOJA3.SA,Janela_2,,0.4283354607181271,0.3136467601641556,0.5241223166796701,0.3502165297808798,0.2935944495162343,0.148194575568237,0.3849604857231934,0.931742907214054,2,96,0.2,2,0.001,64.0,0.2,Kfold,128.0,0.2,96.0,0.1,16.0,0.1
SUZB3.SA,Janela_1,,2.1991545831003503,12.840757347403246,2.5418572059921325,0.3960038139616978,0.6534505064188229,0.6741076398139861,0.8210405835365181,0.9650222675109724,2,128,0.1,2,0.0005,32.0,0.2,Kfold,96.0,0.1,32.0,0.1,32.0,0.2
SUZB3.SA,Janela_2,,1.4414938267653552,3.5383009756947685,1.7395170557459358,0.8047916684562312,0.6714267420574901,0.7014831425109238,0.8375459047186153,0.963731262065887,1,96,0.2,2,0.001,32.0,0.2,Kfold,96.0,0.1,64.0,0.1,48.0,0.2
VALE3.SA,Janela_1,,1.673256947917323,5.270775474024812,2.0226053446368244,0.8751745019533805,1.6194836697597743,3.87657239429051,1.9689013165444604,0.9215010880822994,3,64,0.2,2,0.0005,32.0,0.2,Kfold,128.0,0.1,128.0,0.2,16.0,0.1
VALE3.SA,Janela_2,,1.6540542292401077,4.506419575789483,2.080219073633363,0.8882899723587977,0.9816598969746408,1.4786632615339137,1.2160029858244237,0.9699028322523676,1,96,0.1,1,0.001,48.0,0.1,Kfold,32.0,0.2,32.0,0.1,16.0,0.2
