Ticker,Janela,MAE,MSE,RMSE,R2,Var_Real,Var_Pred,Prop_Var,Travado
GGBR4.SA,3,1.3813794489064928,2.5260039859915087,1.5893407394235852,-0.07774538534984998,0.07863415778988707,0.049189206,0.6255450251555325,Não
