Macro_Variable,BEEF3.SA,BRFS3.SA,CSNA3.SA,GGBR3.SA,JBSS3.SA,SOJA3.SA,SUZB3.SA,VALE3.SA
IPCA,-0.26652722147379976,0.22528657448131253,0.5768415658657148,0.2581808937731538,0.313393398240133,0.45250315461733526,0.4805989169893629,0.44925921619558035
PIB,0.26907318967774263,-0.7191054656512464,0.010919940740891192,0.8482626478998375,0.20350485875284954,-0.5833919715412552,0.25737610170607195,0.6768067451278426
Selic,0.5005372947780321,-0.751609487286382,-0.3068755539510204,0.7020313560293248,0.22481166596419977,-0.7565861295362661,-0.05847175474475369,0.4485917330175184
TaxaCambio,-0.11643437074323248,0.04421651771357197,0.21656332800623784,-0.14263758699255433,0.09493762725817849,0.3134055312976259,0.3067402908322139,0.03681589178235583
