Ticker,Janela,MAE,MSE,RMSE,R2,Var_Real,Var_Pred,Prop_Var,Travado
SUZB3.SA,4,2.491681518977369,8.918941748573634,2.986459734966074,0.5617770204959887,0.09877392704785445,0.05928679,0.6002271409390397,Não
