Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
CSNA3.SA,1,0.6178756044756983,0.7540351327550185,0.8009149530994873,0.9097588106646055,0.24549579620361328,0.11068378544442467,0.3326917273459391,0.9702274152526855
