Ticker,Janela,Num Features,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
BEEF3.SA,1,5,0.3757866476918315,0.22336957606191046,0.46059112538740726,0.710496174776846,0.38653496202531734,0.22761859233856635,0.4770939030616157,0.934910474622939
