Days,MAE,MSE,RMSE,R²
13,1.65741956010543,6.943720078872167,2.635093941185431,0.9224467057362911
13,2.3290199460636294,12.119746048696106,3.48134256411174,0.8646365021187001
13,1.6453807135795417,6.736237492661693,2.595426264154251,0.9247640454917654
13,1.5165073143476426,5.777213962761838,2.403583566835536,0.9354752251993006
13,1.7313071595794443,7.755148062080471,2.7848066471625046,0.9133839975496181
13,2.1255719238499955,11.253622755346088,3.35464197126103,0.8743100956849854
13,1.4318839202510745,5.043539985704247,2.2457827111508912,0.9436695119884824
13,2.2277485186104737,12.107654237100249,3.4796054714723406,0.8647715551050215
13,1.7501595559167493,7.620374856795249,2.760502645678002,0.9148892571099038
13,2.725763927089603,16.33889518700204,4.042139926697496,0.8175135031656062
