Ticker,Janela,Modelo,MAE,MSE,RMSE,R2,Var_Real,Var_Pred,Prop_Var,Travado,Num_Heads,FF_Dim,Transformer_Blocks
BEEF3.SA,5,Transformer,0.7777508841620551,0.9270342673244689,0.9628261874941234,0.7324919024034642,0.19326943597707663,0.18143722,0.9387786704734004,Não,4,128,2
BEEF3.SA,10,Transformer,0.7249511275492924,0.7492569309123231,0.8655962863323312,0.7775882940488965,0.19143994619041832,0.16865143,0.8809625950854767,Não,4,128,2
BEEF3.SA,15,Transformer,0.6885764830453055,0.8137883434137465,0.9021021801402247,0.7377536244693239,0.18501820314709422,0.18509255,1.0004018542392148,Não,4,128,2
BEEF3.SA,20,Transformer,0.5640035339023756,0.5942647677771654,0.7708857034458256,0.7860755295102895,0.17640157168412732,0.1895751,1.0746792338392237,Não,4,128,2
SOJA3.SA,5,Transformer,0.7909859127468533,1.0304752493899492,1.0151232680763205,0.5508377168855364,0.1315066607654572,0.055874724,0.42488132248100025,Não,4,128,2
SOJA3.SA,10,Transformer,0.8236453607048787,0.8376785265056882,0.9152477951383922,0.6328140596822134,0.13085287295670878,0.06267768,0.47899354465691907,Não,4,128,2
SOJA3.SA,15,Transformer,0.6553045926775252,0.6246010928523174,0.7903170837406448,0.7250189438243808,0.13029228964385034,0.07039653,0.5402969572520269,Não,4,128,2
SOJA3.SA,20,Transformer,0.8003483537314595,0.8312939102448265,0.9117532068738922,0.6336070737176362,0.1299670142409167,0.05901133,0.45404850846259825,Não,4,128,2
GGBR3.SA,5,Transformer,1.4409203290939332,2.6224487638550493,1.6193976546404683,-1.3840839691656233,0.06091133124702422,0.022171983,0.36400425079262816,Não,4,128,2
GGBR3.SA,10,Transformer,1.7138188483009875,3.5242420584704557,1.8772964759116915,-2.1823023624548057,0.06115173010364051,0.020876454,0.34138779318325324,Não,4,128,2
GGBR3.SA,15,Transformer,1.7494435037885394,3.6553363284382345,1.9118933883556988,-2.312106540912296,0.06110469971741309,0.020869657,0.34153931684117167,Não,4,128,2
GGBR3.SA,20,Transformer,1.2957021215687625,2.1716615530789904,1.4736558462134197,-1.0031180633954628,0.060641469291069595,0.024411116,0.4025482245195011,Não,4,128,2
CSNA3.SA,5,Transformer,1.0342921018600464,1.4283909691566126,1.1951531153607946,0.6447060500058235,0.16432587721811262,0.12705527,0.7731908973249608,Não,4,128,2
CSNA3.SA,10,Transformer,1.3710445887605909,2.3595408705924084,1.5360797084111255,0.4164643377845023,0.1650839093584067,0.12104157,0.733212425453843,Não,4,128,2
CSNA3.SA,15,Transformer,1.1193852996826172,1.6967150448962953,1.3025801491256863,0.5820808680285138,0.16574605800555242,0.1184281,0.7145153559055208,Não,4,128,2
CSNA3.SA,20,Transformer,1.1190059855364372,2.06549012413996,1.4371813122010597,0.48953510192409,0.16590234227039344,0.16468216,0.9926452064181313,Não,4,128,2
VALE3.SA,5,Transformer,2.3071282386779783,7.543388462541649,2.746522976882161,0.8393844740671255,0.11081948323117015,0.07370444,0.6650855451802318,Não,4,128,2
VALE3.SA,10,Transformer,1.6427963041923415,4.412715178404026,2.1006463715732893,0.9020068875019265,0.10884707424339424,0.08076561,0.742009952815259,Não,4,128,2
VALE3.SA,15,Transformer,1.4403717367989677,3.3212360283496674,1.8224258636086317,0.9222831060597564,0.10638698029004727,0.10892467,1.0238534049053263,Não,4,128,2
VALE3.SA,20,Transformer,1.230378524116848,2.5176683424591535,1.5867162135867754,0.9375320045452564,0.10366777039455925,0.09463002,0.9128200357397817,Não,4,128,2
JBSS3.SA,5,Transformer,0.9014604489008585,1.0613474761389348,1.030217198526085,0.775533537668194,0.12498612214906779,0.15774909,1.2621328184762794,Não,4,128,2
JBSS3.SA,10,Transformer,1.4093017631853129,2.694146781969308,1.641385628659307,0.4298380263740248,0.12516802944581568,0.14476717,1.156582602002931,Não,4,128,2
JBSS3.SA,15,Transformer,3.3480363055637903,11.78051882276434,3.432276041166319,-1.47402648803136,0.12579992369058499,0.090361185,0.7182928472526451,Não,4,128,2
JBSS3.SA,20,Transformer,2.021611639382183,4.475363820157821,2.1155055708170143,0.06706595733537768,0.12642638474668716,0.10913587,0.8632365295773554,Não,4,128,2
BRFS3.SA,5,Transformer,2.4953972551557753,8.070244695440872,2.8408176103792497,-0.4045773732946616,0.2670114501868224,0.078707695,0.294772733350027,Sim,4,128,2
BRFS3.SA,10,Transformer,2.4840077064406705,7.885186944039537,2.808057503691749,-0.3543042179163307,0.26857003314877786,0.089175485,0.3320381057745195,Não,4,128,2
BRFS3.SA,15,Transformer,2.5036500685555594,8.02161233632181,2.832245105269283,-0.36325479230396573,0.26948937632648057,0.07169896,0.26605487986011966,Sim,4,128,2
BRFS3.SA,20,Transformer,2.7575970746468808,10.384983393247783,3.2225740322369294,-0.7476148449822819,0.27022967651901575,0.05925058,0.2192600718303943,Sim,4,128,2
SUZB3.SA,5,Transformer,1.478086259629991,3.04614085964721,1.7453197012717212,0.8519765193613267,0.09929286166964423,0.06809303,0.6857797277650478,Não,4,128,2
SUZB3.SA,10,Transformer,1.1068510888328011,1.887696082902412,1.3739345264248992,0.909379880084298,0.09994772132553087,0.08435053,0.8439464673549144,Não,4,128,2
SUZB3.SA,15,Transformer,1.5964434814453121,3.5425918471964537,1.8821774218166718,0.831840942276584,0.10057715437503917,0.06926185,0.6886439505762485,Não,4,128,2
SUZB3.SA,20,Transformer,1.4665872546209802,3.282837633585616,1.8118602687805747,0.8461116133562876,0.10123109193175532,0.07070346,0.698436225640118,Não,4,128,2
