Days,MAE,MSE,RMSE,R²
6,3.6643647616595656,31.499696556039538,5.612459047159234,0.6481849469470288
6,2.9460121399775363,19.492408260189528,4.415020754219569,0.7822924233850641
6,3.4305471127982177,28.299893792871938,5.3197644490026,0.6839230369072102
6,3.5782897227917116,30.364583329192868,5.510406820661508,0.6608628495501042
6,3.15667190204776,23.886353751138632,4.887366750218223,0.7332171464235441
6,2.9135387398573633,20.090474527100767,4.482239900663592,0.7756127169748943
6,2.7837816877691064,20.3453257954158,4.510579319268845,0.7727663263506229
6,3.38588463616082,28.845838011457943,5.370832152605213,0.677825470749818
6,2.955703385215347,21.56269337637606,4.643564727273225,0.7591697397578846
6,2.77103764272183,20.707607401300614,4.550561218278534,0.7687200527976589
