Ticker,Janela,LSTM_Units_1,LSTM_Units_2,Dense_Units,Dropout_Rate,Learning_Rate,Batch_Size,Epochs_Max,Epochs_Trained,Early_Stopping_Patience,Optimizer,Loss_Function,Scaler,Add_Diff_Features
VALE3.SA,1,100,100,64,0.2,0.001,32,200,47,20,Adam,MSE,StandardScaler,True
