Ticker,Janela,MAE,MSE,RMSE,R2,Var_Real,Var_Pred,Prop_Var,Travado
BRFS3.SA,5,1.4246662497520446,2.9512057301785437,1.717907369498875,0.4814353412609914,0.266154752395683,0.10594934,0.39807420794543164,Não
