Ticker,Janela,Num Features,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
CSNA3.SA,4,5,1.2711687643449385,4.219419100938941,1.6907607594174199,0.6000049084594309,0.6136952080554909,0.49393118626397853,0.7028023806618604,0.8769208248686473
