Ticker,Janela,Num Features,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
SUZB3.SA,2,7,3.384515959351927,24.190110778200513,3.645201160002658,-0.8313895373192614,10.5892517678337,113.07249013009809,10.633554914989535,-4.582864410621657
