Ticker,Janela,MAE,MSE,RMSE,R2,Var_Real,Var_Pred,Prop_Var,Travado
SOJA3.SA,1,2.4698675726796244,6.9384138017275525,2.634086900944529,-2.0306285047596893,0.1318626641178967,0.05150486,0.3905947290538154,Não
