Ticker,Janela,Num Features,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
PETR4.SA,2,7,0.3262515251453106,0.20313884865531967,0.42788863541551325,0.8359315485082606,23.272627970732277,568.443508701128,23.842053365872832,-20.188207701181927
