Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
SUZB3.SA,3,8,2.560373557792915,2.866779836737168,0.45435646881121877,7.04506287086043,7.111861004050854,-1.485125582017191
