Ticker,Janela,MAE,MSE,RMSE,R2,Var_Real,Var_Pred,Prop_Var,Travado
PETR4.SA,4,30065314.368416283,903923128071726.5,30065314.368416745,-33907513140462.42,0.23560998511921924,-7.906714e-08,-3.3558485276788853e-07,Sim
