Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
CSNA3.SA,2,0.8238198877350105,1.5093977662608005,1.0148992330107929,0.8529382486104733,0.30530075910614757,0.17083792963545213,0.4133254524408727,0.9542312255670852
