,Preço,ROA,ROE,Margem Líquida,P/L,VP,Preço_anterior
2020-01-02,9.915388107299805,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.915388107299805
2020-01-03,9.841140747070312,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.915388107299805
2020-01-04,9.841140747070312,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.841140747070312
2020-01-05,9.841140747070312,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.841140747070312
2020-01-06,9.598150253295898,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.841140747070312
2020-01-07,9.598150253295898,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.598150253295898
2020-01-08,9.584649085998535,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.598150253295898
2020-01-09,9.483404159545898,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.584649085998535
2020-01-10,9.591400146484375,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.483404159545898
2020-01-11,9.591400146484375,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.591400146484375
2020-01-12,9.591400146484375,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.591400146484375
2020-01-13,10.171878814697266,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.591400146484375
2020-01-14,10.009883880615234,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,10.171878814697266
2020-01-15,9.87489128112793,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,10.009883880615234
2020-01-16,9.96263599395752,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.87489128112793
2020-01-17,9.97613525390625,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.96263599395752
2020-01-18,9.97613525390625,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.97613525390625
2020-01-19,9.97613525390625,0.06022485042534025,2.749260927832246,0.1262071738909168,3.585927698672794,1380114547.0,9.97613525390625
