,Preço,ROA,ROE,Margem Líquida,P/L,VP,Preço_anterior
2021-01-01,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-02,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-03,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-04,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-05,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-06,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-07,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-08,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-09,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-10,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-11,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-12,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-13,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-14,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-15,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-16,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-17,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-18,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-19,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-20,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-21,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-22,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-23,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-24,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-25,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-26,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-27,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-28,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-29,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-30,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-01-31,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-02-01,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-02-02,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-02-03,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-02-04,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-02-05,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-02-06,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-02-07,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-02-08,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-02-09,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-02-10,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-02-11,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
2021-02-12,14.651415824890137,0.13382408831495707,1.086118187815895,0.12405697231456093,12.262914477387136,117684246.0,14.651415824890137
