,Preço,ROA,ROE,Margem Líquida,P/L,VP,Preço_anterior
2020-01-02,33.5113410949707,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,33.5113410949707
2020-01-03,33.264610290527344,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,33.5113410949707
2020-01-04,33.264610290527344,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,33.264610290527344
2020-01-05,33.264610290527344,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,33.264610290527344
2020-01-06,33.067230224609375,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,33.264610290527344
2020-01-07,33.30779266357422,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,33.067230224609375
2020-01-08,33.31394577026367,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,33.30779266357422
2020-01-09,32.876014709472656,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,33.31394577026367
2020-01-10,32.913028717041016,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,32.876014709472656
2020-01-11,32.913028717041016,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,32.913028717041016
2020-01-12,32.913028717041016,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,32.913028717041016
2020-01-13,34.109642028808594,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,32.913028717041016
2020-01-14,34.31935501098633,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,34.109642028808594
2020-01-15,34.208335876464844,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,34.31935501098633
2020-01-16,34.02945327758789,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,34.208335876464844
2020-01-17,35.15821838378906,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,34.02945327758789
2020-01-18,35.15821838378906,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,35.15821838378906
2020-01-19,35.15821838378906,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,35.15821838378906
2020-01-20,35.38026809692383,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,35.15821838378906
2020-01-21,34.559906005859375,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,35.38026809692383
2020-01-22,34.7264518737793,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,34.559906005859375
2020-01-23,34.23300552368164,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,34.7264518737793
2020-01-24,33.184417724609375,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,34.23300552368164
2020-01-25,33.184417724609375,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,33.184417724609375
2020-01-26,33.184417724609375,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,33.184417724609375
2020-01-27,31.155115127563477,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,33.184417724609375
2020-01-28,31.58071517944336,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,31.155115127563477
2020-01-29,31.303152084350586,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,31.58071517944336
2020-01-30,31.765756607055664,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,31.303152084350586
2020-01-31,31.0070858001709,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,31.765756607055664
2020-02-01,31.0070858001709,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,31.0070858001709
2020-02-02,31.0070858001709,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,31.0070858001709
2020-02-03,31.401840209960938,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,31.0070858001709
2020-02-04,32.24070358276367,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,31.401840209960938
2020-02-05,32.684810638427734,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,32.24070358276367
2020-02-06,32.863677978515625,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,32.684810638427734
2020-02-07,32.13584899902344,0.05305031138935081,0.9514785061935291,0.12342900493109116,38.74018915843812,5129910942.0,32.863677978515625
