,Preço,ROA,ROE,Margem Líquida,P/L,VP,Preço_anterior
2020-01-02,33.234580993652344,0.030574748294097245,1.7895843886211174,0.038472347142238225,10.374343495650452,848516566.0,33.234580993652344
2020-01-03,33.290157318115234,0.030574748294097245,1.7895843886211174,0.038472347142238225,10.374343495650452,848516566.0,33.234580993652344
2020-01-04,33.290157318115234,0.030574748294097245,1.7895843886211174,0.038472347142238225,10.374343495650452,848516566.0,33.290157318115234
2020-01-05,33.290157318115234,0.030574748294097245,1.7895843886211174,0.038472347142238225,10.374343495650452,848516566.0,33.290157318115234
2020-01-06,32.94743728637695,0.030574748294097245,1.7895843886211174,0.038472347142238225,10.374343495650452,848516566.0,33.290157318115234
2020-01-07,32.56766891479492,0.030574748294097245,1.7895843886211174,0.038472347142238225,10.374343495650452,848516566.0,32.94743728637695
2020-01-08,33.81813430786133,0.030574748294097245,1.7895843886211174,0.038472347142238225,10.374343495650452,848516566.0,32.56766891479492
2020-01-09,34.123802185058594,0.030574748294097245,1.7895843886211174,0.038472347142238225,10.374343495650452,848516566.0,33.81813430786133
2020-01-10,33.66066360473633,0.030574748294097245,1.7895843886211174,0.038472347142238225,10.374343495650452,848516566.0,34.123802185058594
2020-01-11,33.66066360473633,0.030574748294097245,1.7895843886211174,0.038472347142238225,10.374343495650452,848516566.0,33.66066360473633
2020-01-12,33.66066360473633,0.030574748294097245,1.7895843886211174,0.038472347142238225,10.374343495650452,848516566.0,33.66066360473633
2020-01-13,33.99412536621094,0.030574748294097245,1.7895843886211174,0.038472347142238225,10.374343495650452,848516566.0,33.66066360473633
2020-01-14,33.85517883300781,0.030574748294097245,1.7895843886211174,0.038472347142238225,10.374343495650452,848516566.0,33.99412536621094
2020-01-15,33.78108215332031,0.030574748294097245,1.7895843886211174,0.038472347142238225,10.374343495650452,848516566.0,33.85517883300781
2020-01-16,33.22532272338867,0.030574748294097245,1.7895843886211174,0.038472347142238225,10.374343495650452,848516566.0,33.78108215332031
