Previsões Razoáveis,Estratégia Usada,Total de Transações,Retorno Bruto (%),Retorno Liquido (%),Max Drawdown (%),Sharpe Ratio,Total Custos (R$),Total Impostos (R$),Min Previsto,Max Previsto,Média Previsto,Ticker,Janela
True,Trading Realista (B3),12,-38.53600198540431,-38.985628877235165,-45.70820245568894,-0.8495635593443543,44.962689183085395,0.0,6.9679327,13.296474,10.282142034444446,BEEF3.SA,Janela_5
True,Trading Realista (B3),12,-33.17944240584589,-33.646399877403795,-40.343263649985,-0.6777220786977756,46.34453849319214,0.35120866259804595,7.235546,12.99399,10.14269440056338,BEEF3.SA,Janela_10
True,Trading Realista (B3),32,-33.77179389419296,-34.744758688796345,-41.86557285969817,-0.7272502115885731,96.94527079774062,0.35120866259804595,6.952409,13.189077,10.091812824285714,BEEF3.SA,Janela_15
True,Trading Realista (B3),48,-46.15458214611354,-47.43693782162631,-51.81447082285647,-1.1986196848353636,127.32021219429984,0.9153553569770382,7.0523143,13.357982,9.940521673333333,BEEF3.SA,Janela_20
True,Trading Realista (B3),6,53.83877358084492,51.989275797565995,-38.7417201349637,0.8425648027831687,34.87793628288999,150.07184204500308,10.366938,14.123899,11.360700879166668,BRFS3.SA,Janela_5
True,Trading Realista (B3),10,58.34702574570774,56.20148564800047,-35.23920219086795,0.8907779084036245,60.54714019308937,154.0068695776375,10.196596,14.210651,11.400867225352112,BRFS3.SA,Janela_10
True,Trading Realista (B3),4,82.66130179671575,80.0974127682617,-35.23920219086794,1.1314114447467276,24.350409980716318,232.03849286468454,10.313664,13.724752,11.288897338571429,BRFS3.SA,Janela_15
True,Trading Realista (B3),6,78.03989374168847,75.37652674192631,-35.23920219086794,1.0871960226864381,37.20976406795579,229.12693590825788,11.075073,14.188229,11.634580420289856,BRFS3.SA,Janela_20
True,Trading Realista (B3),36,-0.9898381393242198,-2.797209011561299,-20.791396756686098,-0.015317493444333238,139.5634909775065,41.17359624620144,54.769814,74.16478,62.89051842222222,VALE3.SA,Janela_5
True,Trading Realista (B3),46,-4.151417621293404,-5.851949032642024,-21.0194806229104,-0.15853327308169435,170.05314113486187,0.0,54.652206,73.64194,61.62232045915493,VALE3.SA,Janela_10
True,Trading Realista (B3),52,-8.219895045425,-10.288217242694609,-27.04246171972776,-0.30048223950177616,174.49194576195973,32.340273965000684,54.308044,76.85426,62.30263350285714,VALE3.SA,Janela_15
