Days,Avg MAE,Avg MSE,Avg RMSE,Avg R²
1,0.13772502477735665,0.0383332951067641,0.18621349733291276,0.9767310846253465
2,0.16298864678133645,0.05268391902758255,0.21827646145771223,0.967810564192105
3,0.17863522318674835,0.06348835079674398,0.2399278758856079,0.9608288519217598
4,0.1870454014495834,0.06893680340447197,0.2506538190695308,0.9568761856432424
5,0.19623263190565718,0.07493521118584259,0.2615512084554224,0.9525557808074888
6,0.20132367679222743,0.07502858567115891,0.26271614932054643,0.9518660102870588
7,0.20725513195847234,0.0824137385728498,0.27456877836469834,0.9468568633176512
