MAE_Mean_Test,MAE_Std_Test,MSE_Mean_Test,MSE_Std_Test,RMSE_Mean_Test,RMSE_Std_Test,R²_Mean_Test,R²_Std_Test
1.3529035210929892,0.435543472695891,4.954955557600818,3.5255629001793674,2.1130350148965333,0.7182131214428332,0.8867935285424231,0.08054896379823412
