Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
JBSS3.SA,4,5,0.893010313432295,1.0738565393241735,0.6164255935600078,0.6925589146706537,0.8100396079046392,0.8611563337156739
