Ticker,Janela,Num Features,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
VALE3.SA,3,7,2.5468999674032027,10.867555280425044,2.9741147352754984,0.6952757948443173,3.623139165383019,15.247343520484186,3.9047846957910735,0.6875505338711538
