Days,MAE,MSE,RMSE,R²
11,2.576469850382442,13.127188757951501,3.623146251250631,0.8533845395248602
11,1.5924279781791577,6.197566101122846,2.489491132967307,0.930780380069968
11,0.8844381582644967,1.859909524742256,1.3637849994563864,0.9792269694972281
11,1.719162388436718,5.898819115590512,2.428748466924995,0.9341170375315971
11,1.440998451712376,5.1044623382954315,2.2593057204140017,0.9429890807187262
11,1.1972514502663072,3.4693700903773967,1.8626245167444233,0.9612511629145556
11,1.9104202527064078,8.037047428227371,2.8349686820540665,0.9102355078688402
11,1.9884336233927633,8.76589268369612,2.960725026694664,0.9020951518443887
11,2.226650867335983,10.24151034946202,3.2002359834021648,0.8856142144333082
11,1.5646179418973911,5.727434808543563,2.3932059686837577,0.9360312007389076
