Days,MAE,MSE,RMSE,R²
14,1.9321271114075986,9.197013535095655,3.0326578335011116,0.89728003238621
14,1.4282724707497256,5.404643379957191,2.3247888893310704,0.9396364057708504
14,1.8951524468477663,8.554406472405331,2.924791697267573,0.904457207835943
14,2.1635342995413347,11.944486981521976,3.4560797128425693,0.8665939448219481
14,1.9616627530199953,9.492253636674622,3.0809501191474395,0.8939825434621791
14,1.8844675765410805,8.604602858633289,2.933360335627604,0.9038965732230188
14,1.91951896389895,8.452029160115602,2.9072373759491335,0.9056006446763644
14,1.9574064998143037,9.592538152658964,3.0971822924488905,0.8928624823280694
14,1.8616409627710446,7.843693146521576,2.8006594128029163,0.9123950512193338
14,2.328183474325161,13.0592327309511,3.6137560419805737,0.8541435288325586
