Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
BEEF3.SA,2,0.23131129179543594,0.09823341224104912,0.30469257945896777,0.8752833559499147,0.22136348437487594,0.09710224944131172,0.3116123383971047,0.9720571828015316
