Date,Close
2020-01-02,35.620849609375
2020-01-03,35.498592376708984
2020-01-06,35.43746566772461
2020-01-07,35.89156723022461
2020-01-08,37.68177032470703
2020-01-09,37.585716247558594
2020-01-10,37.64684295654297
2020-01-13,39.03535461425781
2020-01-14,38.64237594604492
2020-01-15,39.24493408203125
2020-01-16,38.68604278564453
2020-01-17,38.231937408447266
2020-01-20,37.50712203979492
2020-01-21,37.28879928588867
2020-01-22,39.16633987426758
2020-01-23,38.8170280456543
2020-01-24,38.31053161621094
2020-01-27,35.743106842041016
2020-01-28,36.37186813354492
2020-01-29,35.82170486450195
2020-01-30,35.3763313293457
2020-01-31,34.64278030395508
2020-02-03,34.494327545166016
2020-02-04,33.96162033081055
2020-02-05,33.533721923828125
2020-02-06,33.970359802246094
2020-02-07,32.87003707885742
2020-02-10,32.31114196777344
2020-02-11,33.61231994628906
2020-02-12,34.93096160888672
2020-02-13,36.06621551513672
2020-02-14,34.76504135131836
2020-02-17,34.93096160888672
2020-02-18,35.01828384399414
2020-02-19,35.07941436767578
2020-02-20,35.09688186645508
2020-02-21,36.1710090637207
2020-02-26,33.7083740234375
2020-02-27,33.29793930053711
2020-02-28,33.306671142578125
2020-03-02,34.62531280517578
2020-03-03,34.878562927246094
2020-03-04,38.02235412597656
2020-03-05,37.21894073486328
2020-03-06,34.95716094970703
2020-03-09,33.1407470703125
2020-03-10,33.935428619384766
2020-03-11,30.966293334960938
2020-03-12,25.971172332763672
2020-03-13,27.577993392944336
2020-03-16,24.77478790283203
2020-03-17,24.45167350769043
2020-03-18,21.500009536743164
2020-03-19,23.866580963134766
2020-03-20,23.918975830078125
2020-03-23,25.150293350219727
2020-03-24,25.23761749267578
2020-03-25,25.630592346191406
2020-03-26,24.495336532592773
2020-03-27,28.704517364501953
2020-03-30,29.682588577270508
2020-03-31,31.25447654724121
2020-04-01,32.64298629760742
2020-04-02,34.843631744384766
2020-04-03,34.756309509277344
2020-04-06,34.948429107666016
2020-04-07,32.47705841064453
2020-04-08,33.14948654174805
2020-04-09,30.913904190063477
2020-04-13,31.760976791381836
2020-04-14,33.184417724609375
2020-04-15,32.511993408203125
2020-04-16,31.595054626464844
2020-04-17,31.298139572143555
2020-04-20,30.494726181030273
2020-04-22,30.74798011779785
2020-04-23,31.926904678344727
2020-04-24,34.17121124267578
2020-04-27,35.01828384399414
2020-04-28,33.752044677734375
2020-04-29,33.81317901611328
2020-04-30,34.41572952270508
2020-05-04,35.36759948730469
2020-05-05,36.32819747924805
2020-05-06,36.563987731933594
2020-05-07,39.30606460571289
2020-05-08,41.349525451660156
2020-05-11,41.567848205566406
2020-05-12,42.3974494934082
2020-05-13,44.178932189941406
2020-05-14,41.51544952392578
2020-05-15,39.32352828979492
2020-05-18,35.961421966552734
2020-05-19,36.467926025390625
2020-05-20,35.14928436279297
2020-05-21,33.60358428955078
2020-05-22,33.71710968017578
2020-05-25,32.92243194580078
2020-05-26,33.079620361328125
2020-05-27,33.542457580566406
2020-05-28,33.49879455566406
2020-05-29,33.06215286254883
2020-06-01,33.577388763427734
2020-06-02,33.55118942260742
2020-06-03,33.29793930053711
2020-06-04,34.79997253417969
2020-06-05,33.44639205932617
2020-06-08,33.324134826660156
2020-06-09,33.33286666870117
2020-06-10,33.29793930053711
2020-06-12,32.31987380981445
2020-06-15,33.61231994628906
2020-06-16,33.2717399597168
2020-06-17,33.970359802246094
2020-06-18,34.537986755371094
2020-06-19,34.494327545166016
2020-06-22,34.04895782470703
2020-06-23,33.21934127807617
2020-06-24,33.7083740234375
2020-06-25,33.254276275634766
2020-06-26,33.079620361328125
2020-06-29,32.948631286621094
2020-06-30,32.12775802612305
2020-07-01,32.43339538574219
2020-07-02,32.15394973754883
2020-07-03,32.54692077636719
2020-07-06,32.223812103271484
2020-07-07,31.603788375854492
2020-07-08,31.56886100769043
2020-07-09,31.84830665588379
2020-07-10,32.03169250488281
2020-07-13,31.490262985229492
2020-07-14,32.01423263549805
2020-07-15,33.92669677734375
2020-07-16,33.82190704345703
2020-07-17,34.79997253417969
2020-07-20,35.14054870605469
2020-07-21,35.36759948730469
2020-07-22,34.494327545166016
2020-07-23,35.57719039916992
2020-07-24,36.93949508666992
2020-07-27,36.38932418823242
2020-07-28,36.677513122558594
2020-07-29,36.23214340209961
