Ticker,Saldo Final Janela_1,Retorno Janela_1 (%),Saldo Final Janela_2,Retorno Janela_2 (%)
PETR4.SA,11702.892680856976,17.028926808569757,15699.539592499515,56.99539592499515
BRFS3.SA,18267.195643730498,82.67195643730498,16059.337074216246,60.593370742162456
VALE3.SA,10000.0,0.0,8638.23314884024,-13.617668511597603
JBSS3.SA,12535.021220166062,25.350212201660614,10185.854465836746,1.8585446583674639
SOJA3.SA,14580.656717488002,45.80656717488002,12002.362831067663,20.02362831067663
SUZB3.SA,10782.80455876861,7.828045587686101,11087.032987437018,10.870329874370181
GGBR3.SA,10000.0,0.0,10583.54908138143,5.835490813814303
CSNA3.SA,14816.405186267819,48.164051862678186,9413.98429652196,-5.860157034780404
