Previsões Razoáveis,Estratégia Usada,Total de Transações,Retorno Bruto (%),Retorno Liquido (%),Max Drawdown (%),Sharpe Ratio,Total Custos (R$),Total Impostos (R$),Min Previsto,Max Previsto,Média Previsto,Ticker,Janela
True,Trading Realista (B3),24,11.828824873366612,9.065591614263958,-24.79664500325523,0.35867849650460315,110.25513845154762,166.06818745871698,10.3328085,11.304706,10.6955627630854,BEEF3.SA,Janela_1
True,Trading Realista (B3),20,-6.97150071541846,-7.974769601974931,-24.13792719359419,-0.1185957736556485,83.89507243245566,16.431816223192087,8.588328,12.032151,9.853230806629835,BEEF3.SA,Janela_2
True,Trading Realista (B3),2,-39.43684465003318,-39.50105391217317,-53.372524869482895,-0.8049280433141915,6.420926213998673,0.0,19.266161,22.775158,20.647045952908588,BEEF3.SA,Janela_3
True,Sem transações,0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3181272,0.53920454,-1.3161349055416667,BEEF3.SA,Janela_4
True,Sem transações,0,0.0,0.0,0.0,0.0,0.0,0.0,-3.410838,1.9600277,-1.5094763586501379,BRFS3.SA,Janela_1
True,Sem transações,0,0.0,0.0,0.0,0.0,0.0,0.0,0.77634424,10.521685,4.153918538066298,BRFS3.SA,Janela_2
True,Sem transações,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0837642,7.597637,1.9158027758282548,BRFS3.SA,Janela_3
True,Sem transações,0,0.0,0.0,0.0,0.0,0.0,0.0,-8.194207,0.17053856,-5.224224383716667,BRFS3.SA,Janela_4
True,Trading Realista (B3),26,-3.88036452380833,-4.778684963944997,-34.620758804421655,-0.049052027996211625,89.83204401366694,0.0,54.89792,83.390076,64.8696130385675,VALE3.SA,Janela_1
True,Trading Realista (B3),88,-16.931716505820916,-20.21862995018817,-37.250806950144344,-0.7439432029638535,275.8265458488023,52.864798587923836,54.182198,80.34443,63.62076462154697,VALE3.SA,Janela_2
True,Trading Realista (B3),86,-19.034055511025365,-22.016141289949584,-28.17969381062563,-1.1474849808703889,277.9394761596498,20.269101732772032,53.44555,80.01934,63.07648033240998,VALE3.SA,Janela_3
True,Trading Realista (B3),70,-14.596162040651214,-17.108192237210133,-18.213094403832418,-1.3591498562535318,251.20301965589087,0.0,52.68869,78.6538,62.15785176944444,VALE3.SA,Janela_4
True,Sem transações,0,0.0,0.0,0.0,0.0,0.0,0.0,8.947528,12.851701,10.32287720523416,JBSS3.SA,Janela_1
True,Trading Realista (B3),2,23.491765003585915,23.402384297584486,-29.45804245945931,0.6845316529210403,8.938070600143435,0.0,31.024897,36.991173,33.23343779281768,JBSS3.SA,Janela_2
True,Trading Realista (B3),2,19.022927420541347,18.935334249573135,-29.458042459459303,0.591040736839927,8.759317096821652,0.0,28.00512,35.36331,30.72311808864266,JBSS3.SA,Janela_3
True,Trading Realista (B3),2,18.433635361840732,18.346277907696003,-29.458042459459303,0.5787721051939265,8.735745414473628,0.0,49.259056,55.460506,51.70460940555555,JBSS3.SA,Janela_4
True,Sem transações,0,0.0,0.0,0.0,0.0,0.0,0.0,6.4799666,8.397395,7.131760660881543,SOJA3.SA,Janela_1
True,Sem transações,0,0.0,0.0,0.0,0.0,0.0,0.0,7.1021748,9.259144,7.8162881944751375,SOJA3.SA,Janela_2
True,Sem transações,0,0.0,0.0,0.0,0.0,0.0,0.0,6.6308937,10.617757,7.724860274515235,SOJA3.SA,Janela_3
True,Sem transações,0,0.0,0.0,0.0,0.0,0.0,0.0,5.4769125,9.537788,6.956124206666666,SOJA3.SA,Janela_4
True,Trading Realista (B3),2,14.176037590569122,14.090383175532898,-25.810229674998304,0.5457175319561131,8.565441503622765,0.0,43.825092,62.01351,52.797797991735536,SUZB3.SA,Janela_1
True,Trading Realista (B3),52,9.304005357612878,5.864821936411663,-23.834468169104316,0.3003068552900375,211.03249521877262,132.88584690134917,38.423798,55.536236,46.659556870165744,SUZB3.SA,Janela_2
True,Trading Realista (B3),2,13.244961559318416,13.15967957469469,-25.810229674998318,0.5198919029606182,8.528198462372735,0.0,43.954403,61.855507,52.71882330193906,SUZB3.SA,Janela_3
