Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
SUZB3.SA,2,1.4414938267653552,3.5383009756947685,1.7395170557459358,0.8047916684562312,0.6714267420574901,0.7014831425109238,0.8375459047186153,0.963731262065887
