Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
PETR4.SA,1,0.28039734978829667,0.1435417949358889,0.35780805895807594,0.8735906249209314,0.3468198119870083,0.20993443113257834,0.4581860224107435,0.9920055066356823
