Days,MAE,MSE,RMSE,R²
17,1.845465244768473,7.903749936408652,2.811360869118131,0.9117242861165308
17,2.2106816629327777,10.929940842856805,3.306046104163825,0.8779252460948943
17,1.809502136878168,7.098624848606881,2.6643244638382315,0.9207165992700922
17,1.9958226898933586,9.555795336630187,3.0912449493092886,0.8932728546419006
17,2.2358507999643074,11.505476785878535,3.391972403466534,0.8714971792674745
17,1.8059922810294793,7.4558391819330945,2.7305382586466527,0.9167269300679792
17,1.9836547771651531,8.640137299378662,2.9394110463456213,0.9034996941033193
17,1.6890391188919085,6.941857123034069,2.634740428018303,0.9224675144682519
17,1.766025911749658,7.101519985849726,2.6648677238935754,0.9206842631633207
17,2.1951029234973443,10.579225169343433,3.2525720851878797,0.8818423327937328
