Days,MAE,MSE,RMSE,R²
2,4.2295762727647,45.74178139927398,6.763267065499778,0.48911738856740994
2,4.158844389489625,41.15565431271184,6.415267283029745,0.5403391009514131
2,3.765424958663318,38.606024698483544,6.213374662651814,0.5688155103494913
2,4.1053651096802435,40.32941477332602,6.350544447000274,0.5495672469131703
2,3.8143083867847984,40.41158029525861,6.35701032681705,0.548649547338276
2,3.7305418785246625,37.88049884984573,6.15471354734286,0.5769187939678984
2,4.122767410046999,41.15286903272015,6.415050197209695,0.5403702207220679
2,4.215733707936885,41.582964265633606,6.448485424162297,0.5355665443673528
2,3.7203708473087804,36.598074308279045,6.049634229296763,0.5912419895120706
2,4.484538290703047,47.891079112787494,6.920338077925637,0.4651122291912827
