Days,MAE,MSE,RMSE,R²
12,2.0571912362793707,8.785176291201038,2.9639798061392115,0.9018797784814452
12,1.5206484437120262,6.069885523519364,2.4637137665563675,0.932206422746334
12,1.9156021640739735,8.257055309103444,2.873509232472282,0.9077782748169285
12,2.0601744646537132,10.516267744796203,3.242879545218447,0.8825454939517149
12,1.7265912295702142,7.569361120103098,2.751247193565692,0.9154590214460464
12,1.4045313795188559,4.966037411946417,2.228460771911055,0.9445351260494969
12,1.7861403535718823,8.072224551003387,2.8411660548097832,0.9098426204836618
12,2.237039692215252,11.158986233815101,3.34050688276721,0.8753670744968983
12,2.062737049052313,9.227117241878487,3.0376170334455406,0.8969438090583555
12,1.6676757727331732,7.006647548734095,2.647007281579349,0.921743878630186
