Data,Acao,Preco,Preco_Executado,Quantidade,Valor_Total,Custos_Operacionais,Saldo_Restante,Valor_Bruto,Lucro_Bruto,Imposto,Valor_Liquido,Vendas_Acumuladas_Mes
2023-01-12,Compra,18.747285842895508,18.7491605714798,533.1438685956624,9996.0,3.9999999999999996,0.0,,,,,
2023-01-13,Venda,18.747285842895508,18.745411114311217,533.1438685956624,,3.997600399960003,9990.003399500049,9994.000999900009,-5.996600499951466,0.0,9990.003399500049,0.0
2023-01-30,Compra,17.50909423828125,17.510845147705076,570.2755814415382,9986.00739814025,3.9960013598000192,0.0,,,,,
2023-02-02,Venda,17.169025421142578,17.167308518600464,570.2755814415382,,3.91603873889246,9786.180808492258,9790.09684723115,-199.82658964799114,0.0,9786.180808492258,0.0
2023-02-06,Compra,16.38425636291504,16.38589478855133,596.9931128206462,9782.266336168861,3.9144723233969025,0.0,,,,,
2023-02-07,Venda,16.410415649414062,16.40877460784912,596.9931128206462,,3.9183701722848894,9792.00706053994,9795.925430712225,9.740724371078718,0.0,9792.00706053994,9795.925430712225
2023-02-21,Compra,15.616924285888672,15.61848597831726,626.6990456888251,9788.090257715723,3.9168028242159756,0.0,,,,,
2023-02-22,Venda,16.48017120361328,16.47852318649292,626.6990456888251,,4.130829902134516,10321.988372644088,10327.07475533629,534.8536677184331,0.9555527900691783,10321.988372644088,20123.000186048514
2023-03-19,Compra,16.56736946105957,16.569026198005677,622.7197334347226,10317.85957729503,4.128795349057635,0.0,,,,,
2023-03-23,Venda,15.791318893432615,15.789739761543272,622.7197334347226,,3.9330330141247467,9828.649502297741,9832.582535311867,-489.2100749972879,0.0,9828.649502297741,0.0
2023-04-05,Compra,14.640323638916016,14.641787671279907,671.005362396298,9824.718042496823,3.931459800919096,0.0,,,,,
2023-04-06,Venda,14.640323638916016,14.638859606552124,671.005362396298,,3.929101318145214,9818.824194044892,9822.753295363036,-5.8938484519318735,0.0,9818.824194044892,0.0
2023-04-13,Compra,14.465929985046388,14.467376578044894,678.415786816662,9814.896664367274,3.9275296776179562,0.0,,,,,
2023-04-14,Venda,14.465929985046388,14.464483392047883,678.415786816662,,3.9251735525250817,9809.00870776018,9812.933881312705,-5.887956607093799,0.0,9809.00870776018,0.0
2023-05-09,Compra,15.0850248336792,15.086533336162567,649.9230065514249,9805.085104277076,3.923603483104072,0.0,,,,,
2023-05-10,Venda,15.0850248336792,15.083516331195831,649.9230065514249,,3.921249713335325,9799.203033624977,9803.124283338313,-5.882070652097806,0.0,9799.203033624977,0.0
2023-05-11,Compra,14.073543548583984,14.074950902938843,695.9373016616546,9795.283352411527,3.9196812134499908,0.0,,,,,
2023-05-14,Venda,14.099702835083006,14.098292864799499,695.9373016616546,,3.924611157745728,9807.603283206576,9811.52789436432,12.319930795048224,0.0,9807.603283206576,9811.52789436432
2023-05-23,Compra,14.082263946533203,14.083672172927857,696.1025591562889,9803.680241893293,3.92304131328263,0.0,,,,,
2023-05-24,Venda,14.326414108276367,14.32498146686554,696.1025591562889,,3.988662503580604,9967.66759644793,9971.65625895151,163.98735455463702,0.0,9967.66759644793,19783.18415331583
2023-06-22,Compra,15.822931289672852,15.824513582801819,629.6358164359592,9963.68052940935,3.987067038579171,0.0,,,,,
2023-06-24,Venda,15.822931289672852,15.821348996543884,629.6358164359592,,3.9846751970228604,9957.703317360128,9961.687992557152,-5.97721204922096,0.0,9957.703317360128,0.0
2023-06-25,Compra,15.334795951843262,15.336329431438445,649.028848821461,9953.720236033185,3.9830813269440513,0.0,,,,,
2023-06-26,Venda,15.712408065795898,15.710836824989318,649.028848821461,,4.078714535417854,10192.707624009217,10196.786338544634,238.98738797603173,0.0,10192.707624009217,10196.786338544634
2023-06-27,Compra,15.049283981323242,15.050788909721375,676.9499327957972,10188.630540959613,4.0770830496036865,0.0,,,,,
2023-06-28,Venda,16.05318260192871,16.051577283668518,676.9499327957972,,4.346445665378378,10851.890987713277,10866.114163445947,673.1371768209555,9.876730067291396,10851.890987713277,21062.90050199058
2023-07-17,Compra,16.780778884887695,16.782456962776184,646.3624638143431,10847.550231318191,4.340756395085311,0.0,,,,,
2023-07-18,Venda,16.771568298339844,16.76989114151001,646.3624638143431,,4.335771262449894,10835.092384862286,10839.428156124735,-12.457846455906006,0.0,10835.092384862286,0.0
