Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
GGBR3.SA,2,8,0.5937992902902457,0.7245525098798098,0.7985843637861609,0.4627990195764361,0.5586653018476148,0.866836396902026
