Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
VALE3.SA,2,8,2.2810661693195717,2.636331174952826,0.7281342161826345,1.1386336121111293,1.4853641573349445,0.9547882328929178
