Ticker,Janela,Num Features,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
GGBR3.SA,4,7,0.9596407126326587,1.6695811631590103,1.1008831184651482,0.25331376241951375,0.6475456058153483,0.5425864395106658,0.7366046697589324,0.7686145461109692
