Data,Acao,Preco,Preco_Executado,Quantidade,Valor_Total,Custos_Operacionais,Saldo_Restante,Valor_Bruto,Lucro_Bruto,Imposto,Valor_Liquido,Vendas_Acumuladas_Mes
2023-01-11,Compra,14.168363571166992,14.169780407524108,705.4449478054124,9996.0,3.9999999999999996,0.0,,,,,
2023-12-31,Venda Final,17.75103759765625,17.749262493896484,705.4449478054124,,5.008451021436548,12516.119102569934,12521.12755359137,2520.1191025699336,0.0,12516.119102569934,12521.12755359137
