Previsões Razoáveis,Estratégia Usada,Total de Transações,Retorno (%),Min Previsto,Max Previsto,Média Previsto,Ticker,Janela
True,Direção Previsão,166,27.239601638017103,14.474054,27.706087,21.030229175824175,PETR4.SA,Janela_1
True,Direção Previsão,140,63.08398364248377,14.658339,29.748861,21.666152983471076,PETR4.SA,Janela_2
True,Direção Previsão,102,54.00162184029094,14.221833,29.266232,21.164679892265195,PETR4.SA,Janela_3
True,Direção Previsão,90,66.94503639888313,14.539048,28.959286,21.392845731301936,PETR4.SA,Janela_4
True,Direção Previsão,138,-24.012447090380583,7.4089055,14.285689,9.959860030219781,BEEF3.SA,Janela_1
True,Direção Previsão,126,-33.48557674994911,7.502907,14.073599,10.069725423140495,BEEF3.SA,Janela_2
True,Direção Previsão,98,-40.22160036436374,7.811259,14.11928,10.162156150552486,BEEF3.SA,Janela_3
True,Direção Previsão,88,-23.65093145682249,7.6122875,14.011407,10.003803000277008,BEEF3.SA,Janela_4
True,Direção Previsão,160,-37.20631333253947,5.626524,14.356135,8.917576088736263,BRFS3.SA,Janela_1
True,Direção Previsão,132,-19.79888644765726,6.211626,14.667026,9.198941495592287,BRFS3.SA,Janela_2
True,Direção Previsão,86,10.061207718075002,5.9350142,14.338754,8.845318421270719,BRFS3.SA,Janela_3
True,Direção Previsão,108,-2.2915486741347193,6.8899574,14.994867,9.842627572299168,BRFS3.SA,Janela_4
True,Direção Previsão,128,6.131800936000145,54.368813,79.2056,63.1785104120879,VALE3.SA,Janela_1
True,Direção Previsão,114,-0.7944970619683954,55.46946,80.875435,64.33279127823691,VALE3.SA,Janela_2
True,Direção Previsão,76,-18.91342645892735,56.33279,79.67454,64.53299696961327,VALE3.SA,Janela_3
True,Direção Previsão,76,-15.43394863956053,55.011604,77.98081,63.234179484764546,VALE3.SA,Janela_4
True,Direção Previsão,148,22.554680482118055,14.275254,23.008694,17.197506429945058,JBSS3.SA,Janela_1
True,Direção Previsão,126,5.319361172693716,15.343636,23.111582,18.04817193526171,JBSS3.SA,Janela_2
True,Direção Previsão,98,-2.901958561158917,15.198549,22.839092,17.865615790055248,JBSS3.SA,Janela_3
True,Direção Previsão,80,3.280007696642078,15.906297,23.124792,18.27264205263158,JBSS3.SA,Janela_4
True,Direção Previsão,144,39.73179222231906,8.645535,15.638233,11.200398508241758,SOJA3.SA,Janela_1
True,Direção Previsão,120,15.43147695982292,9.068599,15.120609,11.362819227272729,SOJA3.SA,Janela_2
True,Direção Previsão,84,9.804754440212582,9.036273,14.98151,11.136660037292819,SOJA3.SA,Janela_3
True,Direção Previsão,66,8.570433590389166,8.641595,14.830616,11.05436481163435,SOJA3.SA,Janela_4
True,Direção Previsão,140,4.037383860508653,37.587852,54.91624,46.11786407142857,SUZB3.SA,Janela_1
True,Direção Previsão,126,6.575275158178974,36.833042,54.120773,45.87952611294766,SUZB3.SA,Janela_2
True,Direção Previsão,92,15.267224039758057,38.787952,55.15654,46.76440514917127,SUZB3.SA,Janela_3
True,Direção Previsão,82,21.21402901989537,38.394115,54.937786,46.44102273407202,SUZB3.SA,Janela_4
True,Direção Previsão,164,6.709690520101212,15.365249,19.611273,17.011337828296703,GGBR3.SA,Janela_1
True,Direção Previsão,138,-6.636869052593575,15.26983,19.387156,16.820863574380166,GGBR3.SA,Janela_2
True,Direção Previsão,102,-3.3722032855554245,15.454814,19.606224,17.031111874309392,GGBR3.SA,Janela_3
True,Direção Previsão,94,-8.05984693132912,15.168124,19.305655,16.743889077562326,GGBR3.SA,Janela_4
True,Direção Previsão,130,47.70544724533092,10.169577,17.858282,12.371785111263737,CSNA3.SA,Janela_1
True,Direção Previsão,110,58.51337574672818,9.500045,17.175354,11.959923190082645,CSNA3.SA,Janela_2
True,Direção Previsão,86,16.88359032720222,10.40732,17.830263,12.477968132596684,CSNA3.SA,Janela_3
True,Direção Previsão,70,23.96703126404589,10.457834,17.39194,12.611253047091415,CSNA3.SA,Janela_4
