Ticker,Melhor Janela,Saldo Final,Retorno (%),Estratégia Usada,Previsões Razoáveis,Tem Transações
BRFS3.SA,Janela_2,21584.606112734797,115.84606112734797,Previsões Originais,True,True
JBSS3.SA,Janela_1,14386.041646963542,43.860416469635425,Previsões Originais,True,True
SOJA3.SA,Janela_2,13032.163351317777,30.321633513177765,Previsões Originais,True,True
CSNA3.SA,Janela_1,13030.658050004313,30.30658050004313,Previsões Originais,True,True
SUZB3.SA,Janela_2,10741.140370435234,7.411403704352343,Previsões Originais,True,True
GGBR3.SA,Janela_2,10584.709178789015,5.847091787890149,Previsões Originais,True,True
BEEF3.SA,Janela_4,10031.50192352757,0.31501923527570397,Previsões Originais,True,True
VALE3.SA,Janela_3,9811.009984966202,-1.8899001503379804,Previsões Originais,True,True
