Previsões Razoáveis,Estratégia Usada,Total de Transações,Retorno (%),Min Previsto,Max Previsto,Média Previsto,Ticker,Janela
True,Previsões Originais,44,-11.424597911844502,7.4089055,14.285689,9.959860030219781,BEEF3.SA,Janela_1
True,Previsões Originais,28,-12.855877878188693,7.502907,14.073599,10.069725423140495,BEEF3.SA,Janela_2
True,Previsões Originais,20,-21.373214128561894,7.811259,14.11928,10.162156150552486,BEEF3.SA,Janela_3
True,Previsões Originais,28,0.31501923527570397,7.6122875,14.011407,10.003803000277008,BEEF3.SA,Janela_4
True,Previsões Originais,118,64.71975617699933,5.626524,14.356135,8.917576088736263,BRFS3.SA,Janela_1
True,Previsões Originais,78,115.84606112734797,6.211626,14.667026,9.198941495592287,BRFS3.SA,Janela_2
True,Previsões Originais,76,17.33336830966795,5.9350142,14.338754,8.845318421270719,BRFS3.SA,Janela_3
True,Previsões Originais,12,69.7175786333654,6.8899574,14.994867,9.842627572299168,BRFS3.SA,Janela_4
True,Previsões Originais,106,-11.121239734731752,54.368813,79.2056,63.1785104120879,VALE3.SA,Janela_1
True,Previsões Originais,46,-11.089185345274382,55.46946,80.875435,64.33279127823691,VALE3.SA,Janela_2
True,Previsões Originais,38,-1.8899001503379804,56.33279,79.67454,64.53299696961327,VALE3.SA,Janela_3
True,Previsões Originais,66,-6.413632131076119,55.011604,77.98081,63.234179484764546,VALE3.SA,Janela_4
True,Previsões Originais,118,43.860416469635425,14.275254,23.008694,17.197506429945058,JBSS3.SA,Janela_1
True,Previsões Originais,36,20.978869975101734,15.343636,23.111582,18.04817193526171,JBSS3.SA,Janela_2
True,Previsões Originais,36,14.830466673567116,15.198549,22.839092,17.865615790055248,JBSS3.SA,Janela_3
True,Previsões Originais,28,14.486984506674744,15.906297,23.124792,18.27264205263158,JBSS3.SA,Janela_4
True,Previsões Originais,64,12.932387277457602,8.645535,15.638233,11.200398508241758,SOJA3.SA,Janela_1
True,Previsões Originais,92,30.321633513177765,9.068599,15.120609,11.362819227272729,SOJA3.SA,Janela_2
True,Previsões Originais,42,14.390231946817003,9.036273,14.98151,11.136660037292819,SOJA3.SA,Janela_3
True,Previsões Originais,26,16.607551997953816,8.641595,14.830616,11.05436481163435,SOJA3.SA,Janela_4
True,Previsões Originais,94,5.330624290311643,37.587852,54.91624,46.11786407142857,SUZB3.SA,Janela_1
True,Previsões Originais,64,7.411403704352343,36.833042,54.120773,45.87952611294766,SUZB3.SA,Janela_2
True,Previsões Originais,38,-5.570087614291424,38.787952,55.15654,46.76440514917127,SUZB3.SA,Janela_3
True,Previsões Originais,56,1.1232240180959525,38.394115,54.937786,46.44102273407202,SUZB3.SA,Janela_4
True,Previsões Originais,76,-3.9638187985997138,15.365249,19.611273,17.011337828296703,GGBR3.SA,Janela_1
True,Previsões Originais,34,5.847091787890149,15.26983,19.387156,16.820863574380166,GGBR3.SA,Janela_2
True,Previsões Originais,64,1.0252969544296138,15.454814,19.606224,17.031111874309392,GGBR3.SA,Janela_3
True,Previsões Originais,30,4.869799789608023,15.168124,19.305655,16.743889077562326,GGBR3.SA,Janela_4
True,Previsões Originais,96,30.30658050004313,10.169577,17.858282,12.371785111263737,CSNA3.SA,Janela_1
True,Previsões Originais,82,-7.911985835628675,9.500045,17.175354,11.959923190082645,CSNA3.SA,Janela_2
True,Previsões Originais,60,21.87762984294821,10.40732,17.830263,12.477968132596684,CSNA3.SA,Janela_3
True,Previsões Originais,30,14.17496882164158,10.457834,17.39194,12.611253047091415,CSNA3.SA,Janela_4
