Previsões Razoáveis,Estratégia Usada,Total de Transações,Retorno (%),Min Previsto,Max Previsto,Média Previsto,Ticker,Janela
True,Media Movel Previsao,16,61.62872964691638,14.474054,27.706087,21.030229175824175,PETR4.SA,Janela_1
True,Media Movel Previsao,16,55.15623043881837,14.658339,29.748861,21.666152983471076,PETR4.SA,Janela_2
True,Media Movel Previsao,16,55.99426389321448,14.221833,29.266232,21.164679892265195,PETR4.SA,Janela_3
True,Media Movel Previsao,16,54.892137486002156,14.539048,28.959286,21.392845731301936,PETR4.SA,Janela_4
True,Media Movel Previsao,16,-21.99646916205486,7.4089055,14.285689,9.959860030219781,BEEF3.SA,Janela_1
True,Media Movel Previsao,18,-21.332912039967805,7.502907,14.073599,10.069725423140495,BEEF3.SA,Janela_2
True,Media Movel Previsao,14,-24.40690447858102,7.811259,14.11928,10.162156150552486,BEEF3.SA,Janela_3
True,Media Movel Previsao,12,-25.79346509852677,7.6122875,14.011407,10.003803000277008,BEEF3.SA,Janela_4
True,Media Movel Previsao,24,12.990896727394482,5.626524,14.356135,8.917576088736263,BRFS3.SA,Janela_1
True,Media Movel Previsao,22,39.348031878327056,6.211626,14.667026,9.198941495592287,BRFS3.SA,Janela_2
True,Media Movel Previsao,22,18.34866849503027,5.9350142,14.338754,8.845318421270719,BRFS3.SA,Janela_3
True,Media Movel Previsao,22,34.905058466509395,6.8899574,14.994867,9.842627572299168,BRFS3.SA,Janela_4
True,Media Movel Previsao,18,-13.37556907332688,54.368813,79.2056,63.1785104120879,VALE3.SA,Janela_1
True,Media Movel Previsao,18,-6.268464171937449,55.46946,80.875435,64.33279127823691,VALE3.SA,Janela_2
True,Media Movel Previsao,18,-12.491978141975851,56.33279,79.67454,64.53299696961327,VALE3.SA,Janela_3
True,Media Movel Previsao,18,-10.012614522204585,55.011604,77.98081,63.234179484764546,VALE3.SA,Janela_4
True,Media Movel Previsao,20,6.7310575380478435,14.275254,23.008694,17.197506429945058,JBSS3.SA,Janela_1
True,Media Movel Previsao,18,19.360148537476928,15.343636,23.111582,18.04817193526171,JBSS3.SA,Janela_2
True,Media Movel Previsao,20,4.650189259824183,15.198549,22.839092,17.865615790055248,JBSS3.SA,Janela_3
True,Media Movel Previsao,20,14.683960109601705,15.906297,23.124792,18.27264205263158,JBSS3.SA,Janela_4
True,Media Movel Previsao,26,16.09401710428339,8.645535,15.638233,11.200398508241758,SOJA3.SA,Janela_1
True,Media Movel Previsao,26,21.48030271181189,9.068599,15.120609,11.362819227272729,SOJA3.SA,Janela_2
True,Media Movel Previsao,24,24.810322060927774,9.036273,14.98151,11.136660037292819,SOJA3.SA,Janela_3
True,Media Movel Previsao,24,22.58191907187209,8.641595,14.830616,11.05436481163435,SOJA3.SA,Janela_4
True,Media Movel Previsao,20,9.27156205278574,37.587852,54.91624,46.11786407142857,SUZB3.SA,Janela_1
True,Media Movel Previsao,20,0.09771001276381867,36.833042,54.120773,45.87952611294766,SUZB3.SA,Janela_2
True,Media Movel Previsao,18,5.365613661649531,38.787952,55.15654,46.76440514917127,SUZB3.SA,Janela_3
True,Media Movel Previsao,20,6.1334394044063805,38.394115,54.937786,46.44102273407202,SUZB3.SA,Janela_4
True,Media Movel Previsao,20,-5.69613498878678,15.365249,19.611273,17.011337828296703,GGBR3.SA,Janela_1
True,Media Movel Previsao,20,-10.756102852968032,15.26983,19.387156,16.820863574380166,GGBR3.SA,Janela_2
True,Media Movel Previsao,20,-12.567746487260337,15.454814,19.606224,17.031111874309392,GGBR3.SA,Janela_3
True,Media Movel Previsao,20,-12.156014267089812,15.168124,19.305655,16.743889077562326,GGBR3.SA,Janela_4
True,Media Movel Previsao,18,19.216734548340465,10.169577,17.858282,12.371785111263737,CSNA3.SA,Janela_1
True,Media Movel Previsao,18,27.093670294703028,9.500045,17.175354,11.959923190082645,CSNA3.SA,Janela_2
True,Media Movel Previsao,18,26.643860633278692,10.40732,17.830263,12.477968132596684,CSNA3.SA,Janela_3
True,Media Movel Previsao,18,15.551763599325785,10.457834,17.39194,12.611253047091415,CSNA3.SA,Janela_4
