Ticker,Melhor Janela,Saldo Final,Retorno (%),Estratégia Usada,Previsões Razoáveis,Tem Transações
BRFS3.SA,Janela_1,18267.195643730498,82.67195643730498,Previsões Originais,True,True
PETR4.SA,Janela_2,15699.539592499515,56.99539592499515,Previsões Originais,True,True
CSNA3.SA,Janela_1,14816.405186267819,48.164051862678186,Previsões Originais,True,True
SOJA3.SA,Janela_1,14580.656717488002,45.80656717488002,Previsões Originais,True,True
JBSS3.SA,Janela_1,12535.021220166062,25.350212201660614,Previsões Originais,True,True
BEEF3.SA,Janela_1,11304.138798368094,13.041387983680943,Previsões Originais,True,True
SUZB3.SA,Janela_2,11087.032987437018,10.870329874370181,Previsões Originais,True,True
GGBR3.SA,Janela_2,10583.54908138143,5.835490813814303,Previsões Originais,True,True
VALE3.SA,Janela_2,8638.23314884024,-13.617668511597603,Previsões Originais,True,True
