Previsões Razoáveis,Estratégia Usada,Total de Transações,Retorno (%),Min Previsto,Max Previsto,Média Previsto,Ticker,Janela
True,Media Movel Previsao,12,49.93418686658002,14.008215,30.87317,21.770614876518223,PETR4.SA,Janela_1
True,Media Movel Previsao,12,54.566159787924185,14.471766,30.538773,21.883112481707318,PETR4.SA,Janela_2
True,Media Movel Previsao,8,-21.473343308025278,6.820124,14.389187,9.674161100809718,BEEF3.SA,Janela_1
True,Media Movel Previsao,8,-27.490241437534067,6.9123354,14.6512985,9.73735588414634,BEEF3.SA,Janela_2
True,Media Movel Previsao,16,15.93357523973924,6.2175937,14.802472,9.454592895951416,BRFS3.SA,Janela_1
True,Media Movel Previsao,16,29.067984154918015,6.1682644,14.750147,9.240060680081301,BRFS3.SA,Janela_2
True,Media Movel Previsao,16,-0.25354926540150696,51.897038,76.257675,60.35268361943319,VALE3.SA,Janela_1
True,Media Movel Previsao,14,2.387877515858982,52.708218,78.22893,61.8599771097561,VALE3.SA,Janela_2
True,Media Movel Previsao,16,5.333809711896702,14.168518,23.091387,17.39770386639676,JBSS3.SA,Janela_1
True,Media Movel Previsao,16,14.955167121359846,14.608264,22.823017,17.331841825203256,JBSS3.SA,Janela_2
True,Media Movel Previsao,12,28.512353272880247,8.856202,15.723571,11.428445463562753,SOJA3.SA,Janela_1
True,Media Movel Previsao,12,35.49416138198272,9.123091,15.478656,11.298339404471545,SOJA3.SA,Janela_2
True,Media Movel Previsao,16,15.68207706278741,36.06218,54.395294,45.55713190283401,SUZB3.SA,Janela_1
True,Media Movel Previsao,16,10.87312955739295,37.19033,54.821262,45.812541638211385,SUZB3.SA,Janela_2
True,Media Movel Previsao,16,-3.037995938041713,15.265073,19.937723,17.048999352226723,GGBR3.SA,Janela_1
True,Media Movel Previsao,14,2.521052893622673,15.582406,20.1531,17.308428012195122,GGBR3.SA,Janela_2
True,Media Movel Previsao,16,21.225584857485718,9.429076,17.654531,12.25229555263158,CSNA3.SA,Janela_1
True,Media Movel Previsao,16,27.199598998453183,9.310139,17.428059,12.025462077235773,CSNA3.SA,Janela_2
