Ticker,Melhor Janela,Saldo Final,Retorno (%),Estratégia Usada,Previsões Razoáveis,Tem Transações
PETR4.SA,Janela_2,15456.615978792419,54.566159787924185,Media Movel Previsao,True,True
SOJA3.SA,Janela_2,13549.416138198272,35.49416138198272,Media Movel Previsao,True,True
BRFS3.SA,Janela_2,12906.798415491801,29.067984154918015,Media Movel Previsao,True,True
CSNA3.SA,Janela_2,12719.959899845318,27.199598998453183,Media Movel Previsao,True,True
SUZB3.SA,Janela_1,11568.207706278741,15.68207706278741,Media Movel Previsao,True,True
JBSS3.SA,Janela_2,11495.516712135985,14.955167121359846,Media Movel Previsao,True,True
GGBR3.SA,Janela_2,10252.105289362267,2.521052893622673,Media Movel Previsao,True,True
VALE3.SA,Janela_2,10238.787751585898,2.387877515858982,Media Movel Previsao,True,True
BEEF3.SA,Janela_1,7852.665669197472,-21.473343308025278,Media Movel Previsao,True,True
