Previsões Razoáveis,Estratégia Usada,Total de Transações,Retorno (%),Min Previsto,Max Previsto,Média Previsto,Ticker,Janela
True,Direção Previsão,128,32.36498044948734,14.008215,30.87317,21.770614876518223,PETR4.SA,Janela_1
True,Direção Previsão,90,30.647788411183065,14.471766,30.538773,21.883112481707318,PETR4.SA,Janela_2
True,Direção Previsão,120,-24.64883724710802,6.820124,14.389187,9.674161100809718,BEEF3.SA,Janela_1
True,Direção Previsão,88,-20.01759449510964,6.9123354,14.6512985,9.73735588414634,BEEF3.SA,Janela_2
True,Direção Previsão,112,68.28369283659322,6.2175937,14.802472,9.454592895951416,BRFS3.SA,Janela_1
True,Direção Previsão,88,17.80669625459095,6.1682644,14.750147,9.240060680081301,BRFS3.SA,Janela_2
True,Direção Previsão,100,30.348033810035684,51.897038,76.257675,60.35268361943319,VALE3.SA,Janela_1
True,Direção Previsão,78,13.28937838288779,52.708218,78.22893,61.8599771097561,VALE3.SA,Janela_2
True,Direção Previsão,124,20.061005147529233,14.168518,23.091387,17.39770386639676,JBSS3.SA,Janela_1
True,Direção Previsão,78,24.019748713325264,14.608264,22.823017,17.331841825203256,JBSS3.SA,Janela_2
True,Direção Previsão,118,53.63601563602444,8.856202,15.723571,11.428445463562753,SOJA3.SA,Janela_1
True,Direção Previsão,86,39.364111981241365,9.123091,15.478656,11.298339404471545,SOJA3.SA,Janela_2
True,Direção Previsão,110,22.61646040878104,36.06218,54.395294,45.55713190283401,SUZB3.SA,Janela_1
True,Direção Previsão,84,5.871242072693131,37.19033,54.821262,45.812541638211385,SUZB3.SA,Janela_2
True,Direção Previsão,132,-18.381968800491187,15.265073,19.937723,17.048999352226723,GGBR3.SA,Janela_1
True,Direção Previsão,96,-24.36328667271495,15.582406,20.1531,17.308428012195122,GGBR3.SA,Janela_2
True,Direção Previsão,108,38.92695573192232,9.429076,17.654531,12.25229555263158,CSNA3.SA,Janela_1
True,Direção Previsão,82,40.94579970417137,9.310139,17.428059,12.025462077235773,CSNA3.SA,Janela_2
