Data,Acao,Preco,Preco_Executado,Quantidade,Valor_Total,Custos_Operacionais,Saldo_Restante,Valor_Bruto,Lucro_Bruto,Imposto,Valor_Liquido,Vendas_Acumuladas_Mes
2023-01-02,Compra,20.95400047302246,20.956095873069764,476.9972451235847,9996.0,3.9999999999999996,0.0,,,,,
2023-01-04,Venda,21.365694046020508,21.363557476615906,476.9972451235847,,4.076143224954059,10186.281919160194,10190.358062385149,190.28191916019446,0.0,10186.281919160194,10190.358062385149
2023-01-06,Compra,21.528953552246094,21.531106447601317,472.9068351026096,10182.20740639253,4.0745127676640776,0.0,,,,,
2023-01-08,Venda,21.96904754638672,21.96685064163208,472.9068351026096,,4.155309525642382,10382.431522704603,10388.273814105956,201.9110981877837,1.6869818757106743,10382.431522704603,20578.631876491105
2023-01-13,Compra,23.019584655761715,23.02188661422729,450.8005240405385,10378.278550095521,4.152972609081841,0.0,,,,,
2023-01-16,Venda,22.96280288696289,22.960506606674194,450.8005240405385,,4.140243364209989,10346.468167160763,10350.608410524974,-31.81038293475768,0.0,10346.468167160763,20578.631876491105
2023-01-19,Compra,23.566150665283203,23.56850728034973,438.8198818393912,10342.3295798939,4.138587266864305,0.0,,,,,
2023-01-25,Venda,23.424184799194336,23.421842380714416,438.8198818393912,,4.111188042386378,10273.858917923559,10277.970105965946,-68.47066197034061,0.0,10273.858917923559,20578.631876491105
2023-01-26,Compra,22.90601158142089,22.908302182579032,448.29814503521686,10269.74937435639,4.109543567169423,0.0,,,,,
2023-01-30,Venda,23.239631652832028,23.237307689666746,448.29814503521686,,4.166896773156073,10391.576186852932,10417.241932890183,143.3256617606372,21.49884926409558,10391.576186852932,30995.873809381286
2023-01-31,Compra,22.799537658691406,22.801817612457274,455.55226047871076,10387.41955637819,4.156630474741172,0.0,,,,,
2023-02-06,Venda,22.17489242553711,22.172674936294555,455.55226047871076,,4.040324875235456,10096.771863213404,10100.81218808864,-290.6476931647867,0.0,10096.771863213404,0.0
2023-02-07,Compra,22.103910446167,22.106120837211616,456.5583092931821,10092.733154468118,4.038708745285361,0.0,,,,,
2023-02-15,Venda,20.48551368713379,20.483465135765076,456.5583092931821,,3.7407584843402972,9348.155452366404,9351.896210850744,-744.5777021017146,0.0,9348.155452366404,0.0
2023-02-16,Compra,20.293859481811523,20.295888867759704,460.4093100366345,9344.416190185457,3.739262180946561,0.0,,,,,
2023-02-27,Venda,20.322254180908203,20.320221955490112,460.4093100366345,,3.7422477481273893,9351.877122570348,9355.619370318474,7.460932384890278,0.0,9351.877122570348,9355.619370318474
2023-03-02,Compra,20.88301658630371,20.885104887962342,447.5982486977766,9348.136371721319,3.7407508490281387,0.0,,,,,
2023-03-07,Venda,20.31515884399414,20.31312732810974,447.5982486977766,,3.636848087054746,9088.483369549811,9092.120217636866,-259.65300217150764,0.0,9088.483369549811,0.0
2023-03-08,Compra,19.434972763061523,19.436916260337828,467.40171406408524,9084.84797620199,3.635393347819924,0.0,,,,,
2023-03-29,Venda,19.14710235595703,19.145187645721435,467.40171406408524,,3.579397408675499,8944.914124280072,8948.493521688748,-139.93385192191818,0.0,8944.914124280072,0.0
2023-03-30,Compra,18.98941993713379,18.9913188791275,470.81175433568114,8941.33615863036,3.5779656497120285,0.0,,,,,
2023-04-09,Venda,18.47882843017578,18.476980547332765,470.81175433568114,,3.4796718505263966,8695.699954465466,8699.179626315992,-245.6362041648941,0.0,8695.699954465466,0.0
2023-04-11,Compra,19.27474594116211,19.276673415756225,450.9191750573985,8692.22167448368,3.4782799817861862,0.0,,,,,
2023-04-13,Venda,19.635162353515625,19.633198837280272,450.9191750573985,,3.5411943293777184,8849.444629114918,8852.985823444296,157.22295463123805,0.0,8849.444629114918,8852.985823444296
2023-04-14,Compra,19.635162353515625,19.637125869750978,450.46840917231685,8845.904851263273,3.539777851645967,0.0,,,,,
2023-04-27,Venda,18.90682411193848,18.904933429527286,450.46840917231685,,3.4064301150030833,8512.668857392706,8516.075287507709,-333.235993870567,0.0,8512.668857392706,8852.985823444296
2023-04-28,Compra,18.90682411193848,18.908714794349674,450.0180938998825,8509.263789849749,3.4050675429570822,0.0,,,,,
2023-05-04,Venda,18.613985061645504,18.61212366313934,450.0180938998825,,3.3503169657259457,8372.44209734914,8375.792414314865,-136.82169250060986,0.0,8372.44209734914,0.0
2023-05-06,Compra,18.613985061645504,18.61584646015167,449.56822878963595,8369.0931205102,3.3489768389396555,0.0,,,,,
2023-05-16,Venda,18.497209548950195,18.4953598279953,449.56822878963595,,3.3259704634795333,8311.600188235354,8314.926158698834,-57.49293227484603,0.0,8311.600188235354,0.0
2023-05-18,Compra,18.46653175354004,18.46837840671539,449.8649185755822,8308.27554816006,3.324640075294141,0.0,,,,,
2023-05-21,Venda,19.2410831451416,19.239159036827086,449.8649185755822,,3.4620090854259566,8651.560704479467,8655.022713564893,343.2851563194072,0.0,8651.560704479467,8655.022713564893
2023-05-22,Compra,19.202741622924805,19.204661897087096,450.3125400770212,8648.100080197675,3.4606242817917865,0.0,,,,,
2023-05-25,Venda,19.141387939453125,19.13947380065918,450.3125400770212,,3.447498025164973,8615.297564887269,8618.745062912434,-32.80251531040602,0.0,8615.297564887269,8655.022713564893
2023-05-26,Compra,19.141387939453125,19.14330207824707,449.86238062069435,8611.851445861314,3.446119025954907,0.0,,,,,
2023-06-01,Venda,19.23341560363769,19.231492262077328,449.86238062069435,,3.460609956762627,8648.064281949806,8651.524891906569,36.21283608849271,0.0,8648.064281949806,8651.524891906569
2023-06-02,Compra,19.23341560363769,19.235338945198055,449.4126711707921,8644.605056237026,3.459225712779922,0.0,,,,,
2023-06-13,Venda,19.969627380371094,19.967630417633057,449.4126711707921,,3.5894824491758524,8970.116640490456,8973.706122939631,325.5115842534299,0.0,8970.116640490456,17625.2310148462
2023-06-14,Compra,19.87759590148925,19.879583661079398,451.04207143880427,8966.52859383426,3.588046656196182,0.0,,,,,
2023-06-18,Venda,20.115333557128903,20.11332202377319,451.04207143880427,,3.6287817716473527,9057.053207372268,9071.954429118383,101.79705351247516,11.272439974466764,9057.053207372268,26697.185443964583
2023-06-19,Compra,19.831581115722656,19.833564273834227,456.470166486072,9053.43038608932,3.622821282948907,0.0,,,,,
2023-07-02,Venda,19.91594123840332,19.91394964427948,456.470166486072,,3.636049563807803,9086.487859955701,9090.123909519509,33.05747386638129,0.0,9086.487859955701,9090.123909519509
2023-07-03,Compra,19.87759590148925,19.879583661079398,456.8935355821506,9082.85326481172,3.6345951439822803,0.0,,,,,
2023-07-06,Venda,20.046310424804688,20.044305793762206,456.8935355821506,,3.6632454969607195,9154.45049690484,9158.1137424018,71.59723209311926,0.0,9154.45049690484,18248.237651921307
2023-07-07,Compra,20.046310424804688,20.04831505584717,456.43679736752813,9150.788716706078,3.6617801987619356,0.0,,,,,
2023-07-11,Venda,20.636808395385746,20.63474471454621,456.43679736752813,,3.7673827168015994,9382.466837932237,9418.456792003999,263.90069258111936,32.22257135495996,9382.466837932237,27666.694443925306
2023-07-13,Compra,20.828533172607425,20.830616025924687,450.2369896082195,9378.713851197064,3.7529867351728945,0.0,,,,,
2023-07-17,Venda,21.112279891967773,21.110168663978577,450.2369896082195,,3.8018315157565934,9482.467491873927,9504.578789391484,122.06310667866308,18.30946600179946,9482.467491873927,37171.27323331679
2023-07-18,Compra,21.03558921813965,21.037692777061462,450.5567509385958,9478.674504877177,3.792986996749571,0.0,,,,,
2023-07-23,Venda,21.48805236816406,21.48590356292724,450.5567509385958,,3.872247560116999,9647.035830554101,9680.618900292498,198.0721478552042,29.71082217828063,9647.035830554101,46851.89213360929
2023-07-26,Compra,21.84081840515137,21.843002486991885,441.47671648916673,9643.17701622188,3.85881433222164,0.0,,,,,
2023-07-30,Venda,22.43131828308105,22.429075151252743,441.47671648916673,,3.960765780665528,9859.737185433964,9901.91445166382,254.77666966127524,38.21650044919129,9859.737185433964,56753.80658527311
2023-07-31,Compra,22.362293243408203,22.364529472732542,440.68860480951537,9855.79329055979,3.943894874173585,0.0,,,,,
2023-08-27,Venda,19.656911849975582,19.654946158790587,440.68860480951537,,3.464684320129426,8658.246116003436,8661.710800323566,-1197.5471745563532,0.0,8658.246116003436,0.0
2023-08-30,Compra,20.1639347076416,20.165951101112366,429.17801268890474,8654.782817557036,3.463298446401374,0.0,,,,,
2023-09-19,Venda,19.47750473022461,19.475556979751588,429.17801268890474,,3.3433923362317253,8355.137448243082,8358.480840579314,-299.6453693139537,0.0,8355.137448243082,0.0
2023-09-20,Compra,19.02508354187012,19.02698605022431,438.94473729144954,8351.795393263785,3.3420549792972323,0.0,,,,,
2023-10-22,Venda,16.973587036132812,16.9718896774292,438.94473729144954,,2.97988866231945,7446.7417671363055,7449.721655798625,-905.0536261274793,0.0,7446.7417671363055,0.0
2023-10-23,Compra,16.809778213500977,16.811459191322328,442.7791178455076,7443.763070429451,2.978696706854522,0.0,,,,,
2023-10-25,Venda,17.012590408325195,17.010889149284363,442.7791178455076,,3.0128265965151386,7529.053664691332,7532.066491287847,85.29059426188161,0.0,7529.053664691332,7532.066491287847
2023-10-26,Compra,17.035991668701172,17.037695267868042,441.7288796929635,7526.042043225456,3.011621465876533,0.0,,,,,
2023-10-31,Venda,17.30120086669922,17.29947074661255,441.7288796929635,,3.056670332872942,7638.619161849483,7641.675832182356,112.57711862402745,0.0,7638.619161849483,15173.742323470204
2023-11-01,Compra,17.30120086669922,17.30293098678589,441.2873009790054,7635.563714184744,3.055447664739793,0.0,,,,,
2023-11-02,Venda,17.823823928833008,17.822041546440126,441.2873009790054,,3.145856244785705,7861.494755719476,7864.6406119642625,225.93104153473303,0.0,7861.494755719476,7864.6406119642625
2023-11-03,Compra,17.823823928833008,17.82560631122589,440.84616369364664,7858.350157817189,3.1445979022877903,0.0,,,,,
2023-11-09,Venda,18.53365898132324,18.531805615425107,440.84616369364664,,3.2678701647506143,8166.407541711786,8169.675411876537,308.05738389459697,0.0,8166.407541711786,16034.316023840798
2023-11-11,Compra,18.53365898132324,18.53551234722137,440.4054673956085,8163.140978695101,3.266563016684714,0.0,,,,,
2023-11-13,Venda,18.845674514770508,18.84378994731903,440.4054673956085,,3.3195632477014825,8285.215052080233,8298.908119253707,132.44757731090462,10.37350392577185,8285.215052080233,24333.224143094507
2023-11-14,Compra,18.845674514770508,18.847559082221984,439.4150420184293,8281.900966059402,3.314086020832093,0.0,,,,,
2023-11-16,Venda,19.11868667602539,19.11677480735779,439.4150420184293,,3.360079362092789,8379.597721898308,8400.198405231973,114.93735981047831,17.240603971571748,8379.597721898308,32733.42254832648
2023-11-17,Compra,19.11868667602539,19.120598544692992,438.07446002439156,8376.24588280955,3.351839088759323,0.0,,,,,
2023-12-12,Venda,18.29158973693848,18.289760577964785,438.07446002439156,,3.2049107956669305,8009.07207837166,8012.276989167327,-367.17380443788954,0.0,8009.07207837166,0.0
2023-12-14,Compra,18.474506378173828,18.476353828811646,433.30348204612346,8005.868449540311,3.2036288313486634,0.0,,,,,
2023-12-17,Venda,18.72104454040528,18.71917243595124,433.30348204612346,,3.2444330390077947,8107.8381644804795,8111.0825975194875,101.96971494016844,0.0,8107.8381644804795,8111.0825975194875
2023-12-18,Compra,18.2597770690918,18.261603046798708,443.8052348660288,8104.595029214688,3.2431352657921915,0.0,,,,,
2023-12-20,Venda,18.60970687866211,18.607845907974244,443.8052348660288,,3.3033037694157525,8254.956119769968,8258.259423539383,150.36109055527876,0.0,8254.956119769968,16369.34202105887
2023-12-22,Compra,18.80852508544922,18.810405937957764,438.6749634504664,8251.654137322059,3.301982447907987,0.0,,,,,
2023-12-30,Venda Final,18.896005630493164,18.894116029930114,438.6749634504664,,3.3153502635433854,8282.244379618724,8288.375658858464,33.40617127286152,2.8159289761979154,8282.244379618724,24657.717679917332
