Days,MAE,MSE,RMSE,R²
19,1.6827645301818848,6.510860623898662,2.551638811410945,0.9272812432533124
19,1.9267451755267124,9.02069574755456,3.003447310600697,0.8992492978114245
19,1.4100454492369192,4.452175551347761,2.110017903087024,0.9502743669466374
19,2.105334207793449,10.734121858651665,3.2762969735131864,0.8801123177245208
19,1.28598027507946,4.0532757435229625,2.0132748802692,0.9547296141317079
19,1.4505345298279213,4.502817156863076,2.121984249909286,0.9497087578932559
19,2.310850120826225,11.374369071384526,3.372590854429948,0.8729614985334103
19,1.4675674238699141,5.012236590110025,2.2388024901964947,0.9440191343891287
19,2.3510979917372734,10.80972727143703,3.287814969160678,0.879267892217819
19,1.898988755298686,8.210854734703247,2.865458904731186,0.908294281042218
