Days,Fold,Avg MAE,Avg MSE,Avg RMSE,Avg R²,Best Learning Rate,Number of Layers,Units Layer 0,Dropout Rate 0,Units Layer 1,Dropout Rate 1
1,1,3.2660839771580057,15.204801575097807,3.899333478313673,0.29910735866904026,0.0001661809191383096,1,160,0.1,,
1,2,1.8266429413704581,7.7401162892764805,2.2120743435889274,0.6435491343774808,0.0008766392979276495,1,160,0.30000000000000004,,
1,3,1.3853820412673334,5.2952576590967695,1.686989742018744,0.7490486209522463,0.0009808925846107987,2,160,0.5,32.0,0.1
1,4,1.2340759018006737,4.247515955750493,1.5279554159261677,0.8051122172612062,0.0009637405932082368,2,160,0.5,160.0,0.1
1,5,1.057150943981838,3.4388617946388713,1.3127513119342642,0.842269195688125,0.0007523931155417529,1,160,0.5,,
2,1,0.8223924249944784,1.0041281250959808,1.0020619367563968,0.95371291033578,0.0006337785889157208,2,160,0.1,224.0,0.30000000000000004
2,2,0.6344927177320673,0.6836192427311751,0.802324164603391,0.9689404527722426,0.0008669469891062191,1,160,0.1,,
2,3,0.5778701033069941,0.5825925359824239,0.74050895353092,0.9667971789887154,0.0008378575574849963,2,96,0.30000000000000004,224.0,0.30000000000000004
2,4,0.6658415691571079,0.8199964226509058,0.8648376977467205,0.9658373371084847,0.0009229976030652447,1,32,0.30000000000000004,,
2,5,0.6109753307510745,0.708544046283242,0.7943854333152995,0.9703279352215544,0.0008223591339656908,1,224,0.1,,
3,1,0.8497193058930963,1.103163514954327,1.050315911978071,0.9491476961407627,0.000875079940144123,2,224,0.5,224.0,0.5
3,2,0.6825176643273907,0.7947008171098181,0.8738118385377994,0.9639735938857426,0.0007804716034500319,1,224,0.1,,
3,3,0.6195189024489769,0.676409923971316,0.8036063588023272,0.9615389583630382,0.0007960823744047745,2,160,0.1,224.0,0.1
3,4,0.713725299905747,0.9472535271734526,0.9343469272311686,0.9605182183626585,0.0009004242909059944,1,96,0.5,,
3,5,0.6539429488115595,0.8195854325100965,0.8586374363254882,0.9656610192369689,0.000854856723372245,1,224,0.5,,
4,1,1.1030883646350502,1.6464720383993914,1.2831492658297363,0.9241029137952499,0.0006249774802830185,1,160,0.30000000000000004,,
4,2,0.8249437447598107,1.0930931581446761,1.0089008768350247,0.9502853935100881,0.0008231022832989364,1,224,0.1,,
4,3,0.7105863812402732,0.867194474615162,0.8874382771827763,0.9532157776757257,0.0008824693234281807,1,224,0.30000000000000004,,
4,4,0.7939219541088446,1.129297547340217,1.0115923244467653,0.9533340541409882,0.0006949648821541681,1,160,0.30000000000000004,,
4,5,0.7241814092872153,0.9733020481653325,0.9274804670657566,0.9595535123758735,0.0007240212611211547,1,96,0.30000000000000004,,
