Days,Avg MAE,Avg MSE,Avg RMSE,Avg R²
1,1.753867161115662,7.185310654772084,2.1278208583563556,0.6678173053896197
2,0.6623144291883445,0.7597760745487455,0.8408236371905456,0.9651231628853555
3,0.7038848242773541,0.8682226431438022,0.9041436945749709,0.9601678971978341
4,0.8313443708062389,1.1418718533329557,1.0237122422720117,0.9480983302995851
