Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
JBSS3.SA,3,8,0.5112019245441145,0.6573147808845367,0.8255260037890922,13.33015866160723,13.34289796864218,-37.2826776753053
