Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
SOJA3.SA,3,13,0.46447723798515383,0.5776074735406094,0.40365822374492916,1.869187274690491,1.9115826936400653,-0.5852279416274286
