Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
VALE3.SA,4,5,2.455091044667003,3.018401285887256,0.8000928175995836,1.7794201710877993,2.2143769380267493,0.8963549975239964
