Ticker,Janela,Num Features,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
CSNA3.SA,1,7,0.9675502488901324,1.4204812960909687,1.1286134567396284,0.6862961914230811,1.1566982793283986,1.6895956052361685,1.2998444542468028,0.5702594102143581
