Days,Avg MAE,Avg MSE,Avg RMSE,Avg R²
1,0.5733086993125235,0.6334169444182984,0.7641476314602754,0.9781337807153468
2,0.607516116178366,0.743071738954479,0.8254161057404172,0.9738211749291029
3,0.6426311096077038,0.8551601386473576,0.8738303208485734,0.9712633468036765
4,0.6625137579475198,0.8962367604953613,0.8961660286335571,0.9698170561669288
5,0.7129694326042552,1.018194043871078,0.9500587264885254,0.966383766069171
6,0.7244769381021213,1.035012618866309,0.9621567261067044,0.965221375939141
7,0.7406932815201555,1.1044911041316137,0.9920112092115435,0.9630468550735534
