Ticker,Melhor Janela,Saldo Final,Retorno Liquido (%),Sharpe Ratio,Drawdown (%),Custos (R$),Impostos (R$)
SOJA3.SA,Janela_4,11781.322044669447,17.813220446694466,0.8262754324949205,-21.43521419518496,451.26705072981406,481.97073737945266
BRFS3.SA,Janela_4,10518.277966066953,5.18277966066953,0.5375679698967621,-13.87299521210544,424.9578836182788,286.18668632723796
JBSS3.SA,Janela_1,10798.082746607237,7.98082746607237,0.35899254089942195,-29.18599024168453,508.358750393473,662.1715356074243
GGBR3.SA,Janela_4,10409.81013934531,4.098101393453107,0.3410655763786267,-18.080590469425108,499.86179348454687,285.57361155312503
CSNA3.SA,Janela_3,10397.169789662812,3.97169789662812,0.28273154578439064,-33.18839543288768,348.29581988661477,363.4397486758595
SUZB3.SA,Janela_4,9385.798174470909,-6.142018255290914,-0.21103850769364854,-20.86357294493788,386.8936759544751,182.87909280205298
BEEF3.SA,Janela_4,8756.530556582387,-12.434694434176127,-0.23897988569905917,-22.202439740824193,363.4730384785403,239.95094489670802
VALE3.SA,Janela_2,8260.85633447071,-17.391436655292893,-1.0157231435821772,-26.73554092051791,345.66800659318835,82.99731779952633
