Days,MAE,MSE,RMSE,R²
3,2.8605699071284825,20.97521378495564,4.579870498710159,0.7657311982232371
3,3.792848550760759,36.54399124875789,6.045162632118171,0.591846029073412
3,4.06842327696223,36.889601790806125,6.073681074176197,0.5879859637884922
3,3.253536066120488,28.216769162540263,5.311945892282814,0.6848514345371719
3,3.315470831659689,30.04975153649747,5.481765366786275,0.6643791500354117
3,2.9534476379049655,21.54563265695017,4.6417273354808515,0.7593602839642437
3,3.160110982013774,26.24013177293179,5.122512252101677,0.7069281839295123
3,2.896559250525629,20.70097209348887,4.549832095087561,0.7687941625589304
3,3.240233830869395,25.84751608890195,5.084045248510477,0.7113132440307884
3,3.6096671008748284,33.30995358381882,5.771477591034969,0.6279664666264777
