Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
GGBR3.SA,2,0.3413057730449894,0.18774403970293668,0.42471017221694884,0.8735573096326112,0.22755060350991838,0.09438811998393064,0.3072264962270192,0.9176821189748549
