Ticker,Melhor Janela,Saldo Final,Retorno (%),Estratégia Usada,Previsões Razoáveis,Tem Transações
CSNA3.SA,Janela_1,13979.230736441634,39.79230736441634,Media Movel Previsao,True,True
BRFS3.SA,Janela_2,12512.31114401407,25.123111440140693,Media Movel Previsao,True,True
JBSS3.SA,Janela_2,11753.462838993377,17.53462838993377,Media Movel Previsao,True,True
SOJA3.SA,Janela_4,11411.667169297982,14.116671692979818,Media Movel Previsao,True,True
SUZB3.SA,Janela_1,11267.993749397941,12.679937493979414,Media Movel Previsao,True,True
VALE3.SA,Janela_1,11075.682677447505,10.756826774475048,Media Movel Previsao,True,True
BEEF3.SA,Janela_4,9718.421778658503,-2.8157822134149684,Media Movel Previsao,True,True
GGBR3.SA,Janela_1,9322.783041336781,-6.77216958663219,Media Movel Previsao,True,True
